fecha_transaccion,encrypt_rut,comuna,marca,detalle,brand_origin,retail,precio_de_lista_synt,margen_retail,margin_pct,loss_making,price_band,year,month,quarter
2016-05-26,4211f5fd273cc10f39ce2e13efed927e47311dcf5f0de008df6a24c31cca6c52,VALPARAISO,Suzuki,JIMNY 1.3 JX AB AC CON WINCHE,Incumbent,ces,7403793.821410131,344369.0,0.04651250538665207,0,Mid,2016,5,2
2014-07-30,3b5975ce19c8b5c4d3ac39853efb82e596f101074b6665d44353692ffc6fd83b,NUNOA,Mazda,NEW MAZDA6 2.0 6AT,Incumbent,ces,12030754.169583812,587815.1875,0.04885937982060311,0,Premium,2014,7,3
2019-07-17,0bf9f647829d282ad331c8c6dbaf24319fa77fcdcf5497631462f025d15fc031,PUERTO MONTT,Great Wall,WINGLE 5 2.0TD 4X4 SC LUX,Chinese,ces,9297550.52865729,555600.0,0.059757674700181194,0,Premium,2019,7,3
2021-04-01,44f892acd63fa90378ccb053c7ec13426bfdff47468d1e7960f1dca61e23f4e3,MAIPU,Changan,NEW CS15 LUXURY MT,Chinese,propio,6897213.990368725,583161.125,0.08455024388315727,0,Mid,2021,4,2
2014-12-17,adf4de2969511aa8ea07a458528a2132f9e616b608ee8ff504b661b7b29872cf,PENALOLEN,Suzuki,CELERIO 1.0 GA AC,Incumbent,ces,4476419.126590772,262672.59375,0.05867917778066745,0,Economy,2014,12,4
2015-01-25,c1d12aa36d47e7ef5fe39a13b2f939f31b93a4bfb633f58d85066aaee50d73ce,MAIPU,Suzuki,ALTO 800 DLX,Incumbent,propio,2930786.2333738403,230931.71875,0.07879514245027613,0,Economy,2015,1,1
2017-05-26,a1fa1b5f4f6f0354e104f3d57b6ff311c0d4017ee7a805df12c8b4634bb17042,LOS ANGELES,Suzuki,BALENO 1.4 GLX,Incumbent,ces,8253587.090054809,571233.75,0.06921036196350436,0,Mid,2017,5,2
2013-06-05,2ae7c052831eec1add83e7553c63a09de954b9f6b08d8c27e94d39c065c4ce32,CHILLAN,Suzuki,CELERIO 1.0 GA,Incumbent,ces,4052383.581534421,250053.4375,0.06170527356774013,0,Economy,2013,6,2
2019-09-30,e1238e6c6fd45ca0c557d51fc1c35cc884ac4a62d216ed1d9623d5d6f2c54b5f,TALCA,Changan,MD201 CARGO BOX A/C PUERTA LAT,Chinese,ces,5381164.275692745,388109.0,0.07212361119565278,0,Economy,2019,9,3
2010-10-30,da779953b72c078dd58b3fcfcf578abd1d87319b2bd9ffbbb2fe5869b56f1bb3,NUNOA,Samsung,SM3 1.6 SEDAN SE 3,Incumbent,propio,5135244.667678855,316224.84375,0.061579313979003555,0,Economy,2010,10,4
2010-01-27,1469c39a161068e9006be42fa4366f47b4db5efc582627ad0964653d79afd554,SANTIAGO,Samsung,SM3 1.6 SEDAN SE AT 3,Incumbent,propio,5762388.303574919,341678.71875,0.05929463631217398,0,Economy,2010,1,1
2010-04-28,a7ed5be563a9ec9ac0150757800a280219cb267e8d99b738fc312a066ac9025c,PROVIDENCIA,Suzuki,SWIFT 1.5 GL,Incumbent,propio,5819604.755725056,176982.0,0.030411343627055318,0,Economy,2010,4,2
2021-02-26,cb6c2b51ca8619d511e0bd38f83e003e959cf643bd6107fed5ff4854c32ad962,LAJA,Mazda,NEW CX-5 R 2.0 2WD 6MT,Incumbent,ces,15414966.208544051,1026218.5625,0.06657287136518003,0,Premium,2021,2,1
2014-02-13,4204a4a08b7380650c294d74503f11d23c2eecb3e101166c5f5508ac11f0e150,LAS CONDES,Suzuki,GRAND VITARA 2.4 AT GLX SPORT,Incumbent,propio,8792796.306494948,436554.4375,0.04964910163761347,0,Premium,2014,2,1
2013-01-24,38c78ce2c0ee4d2058560356fb721c39e092f06664e7db9e4c92842ba7988536,RANCAGUA,Changan,CS1 1.3 ST,Chinese,ces,4252932.110357794,144957.953125,0.034084238676644396,0,Economy,2013,1,1
2018-04-30,7b24aac123a5df1736a6dbc8a8df63a94c7dafa2ea42b3f64eeea699c8ffa738,LA FLORIDA,Suzuki,BALENO 1.4 GLX,Incumbent,propio,7024349.343414706,451635.71875,0.0642957371095739,0,Mid,2018,4,2
2010-01-30,01f5f784675c6eabfadffd7836adceac4f8e7f1e2aa9099dac9d16193471b984,HUECHURABA,Samsung,SM3 1.6 SEDAN ENTRY DECO,Incumbent,propio,5267543.39092508,252184.046875,0.04787507727216116,0,Economy,2010,1,1
2018-09-24,e3dc82a537b1b1a17fa689b7dde515298650790c65605913e48f7827ab6ba747,QUILPUE,Suzuki,BALENO 1.4 GLX,Incumbent,ces,6922814.320531669,355161.71875,0.051303083154586725,0,Mid,2018,9,3
2015-07-31,1208688f18a514292f9df5aa4b98ef698facdb5e6817c161c0e44cd72a780603,LAS CONDES,Suzuki,JIMNY 1.3 JX AB AC,Incumbent,ces,5978240.603332549,312974.15625,0.052352218155210024,0,Economy,2015,7,3
2020-03-31,b263660e903619b352be22a33ecab1847dccdfd3587da102a17ad4566ad61f55,FUTALEUFU,JAC Cars,SUNRAY 14 PAS. (13+1) 2.7T DIESEL MT,Chinese,ces,17206054.758648023,1466426.875,0.0852273746404853,0,Premium,2020,3,1
2017-11-06,0e9d8bbcdf745a4d4baa6bb02e291ab63738e28e0483ebeaab5d60ae3bc989b4,CURICO,Suzuki,DZIRE SEDAN 1.2 GL,Incumbent,ces,5604023.700376681,390696.4375,0.06971712797605387,0,Economy,2017,11,4
2014-02-21,fa5020a1860090905807e14413b307e5ff5539d07a85b3bd0670f615ca9d4f56,PUENTE ALTO,Mazda,CX-5 R 2.0 2WD 6AT I-STOP,Incumbent,ces,11877438.692129742,628318.625,0.05290017833696233,0,Premium,2014,2,1
2016-05-18,096f43a38da6628a6232c2ee25e298045867fd2e6b1b3de05cde11c300b7bdaf,COLINA,Suzuki,SWIFT 1.2 GLS AC,Incumbent,propio,6815539.954213149,402098.3125,0.05899727904191005,0,Mid,2016,5,2
2018-02-23,ee1ae0ab315152ff952dc6656577382992e7d7c3fa4bf68dedeb63c1ad0d54b9,NUNOA,Suzuki,BALENO 1.4 AT GLX,Incumbent,ces,7794081.298129064,468235.25,0.06007574620916488,0,Mid,2018,2,1
2018-10-31,9d4e7135c14370f7e14e9246cfba3494ea95efee5e89d47188f841587f54c2a3,PENAFLOR,Great Wall,"H6 1,5T LUXURY",Chinese,ces,8301281.1057243645,443241.03125,0.05339429247183927,0,Mid,2018,10,4
2015-09-30,f34050e6eb0c16b4feafc8422dcda581e6a06a796f797bb69cce42758601cc69,RANCAGUA,Great Wall,M4 1.5 LE,Chinese,propio,6945311.569592054,356863.875,0.0513819821363264,0,Mid,2015,9,3
2020-09-07,494853d2feae86ef0cd18d86f5f9cb81cdf8615747390e9862fb80a56fe0e8c8,PENALOLEN,Renault,CLIO IV 0.9 HB EXPRESSION E6 F2 MT,Incumbent,ces,7876197.646509712,541520.875,0.06875409928799484,0,Mid,2020,9,3
2021-10-15,7016c4c526e5dd54e3cb59c4565ec637d170f884e0c00abcd0c8390f7433aa9d,ESTACION CENTRAL,JAC Cars,S3 CE COMFORT SMART 1.6 MT,Chinese,ces,8617902.527142765,708571.4375,0.08222086932038257,0,Premium,2021,10,4
2013-02-28,daae336cc931f2e71ca5fda34743fc8b9c3d9ac08468de932ebdc7bac6420885,LAS CONDES,Mazda,MAZDA3 SPORT 1.6L V AT CON TECHO ELEC.,Incumbent,propio,9102885.385680957,721611.625,0.0792728453040957,0,Premium,2013,2,1
2021-08-12,edbc10246c776fa4166a26fc2764f177ce56b5bf0c4a4cea37229c571b6dc7a2,TALCA,Suzuki,SWIFT 1.2 GLX PLUS,Incumbent,ces,10225100.093962234,893445.375,0.08737766543014733,0,Premium,2021,8,3
2017-08-21,cdf43fe33612259cd569b989c9b0da6813416b9c9eb6641d95ace9743216f7c1,ANTOFAGASTA,Renault,SYMBOL INTENS,Incumbent,ces,5994292.169891289,406890.4375,0.06787964716564344,0,Economy,2017,8,3
2011-10-14,eed4233d40888d78b42fb19fc4a41d25fc40932065918d6e025bceed6e25d0ab,SAN VICENTE,Suzuki,ALTO 800 GL2,Incumbent,ces,2784678.088240435,185883.125,0.06675210530975761,0,Economy,2011,10,4
2018-05-25,90ae2710dee052197f515a3a3fe7145592bfe489cb1ff1403b6bc19de27f76e6,NUNOA,JAC Cars,S3 CE COMFORT SMART 1.6 MT,Chinese,propio,6936616.769544207,338216.53125,0.048758139953034144,0,Mid,2018,5,2
2019-05-17,142895174465367dddfc003dbbf9c951d07ccbeb8309351726c3bc0679c309cf,PAINE,Changan,NEW CS35 LUXURY,Chinese,propio,6231404.055241381,540769.375,0.08678130485618986,0,Mid,2019,5,2
2021-11-03,d07a6570ad4a42048ea598ce7be79945a74c79dbfdde17bbb9f147d8e97fbb64,LA REINA,Renault,"KOLEOS 2,5 INTENS F2 4X2 CVT",Incumbent,ces,19540995.61402536,1673277.25,0.0856290683980821,0,Premium,2021,11,4
2019-01-25,6ce21171e3ca1bac2c4dbb2f43e48afff6b32c0770a6972852f3ac9667040d2e,RECOLETA,Changan,NEW CS35 COMFORT,Chinese,propio,5686915.902014687,190828.515625,0.033555712606440295,0,Economy,2019,1,1
2016-07-23,6ad6b2d510bf0bc4ac1bbaaa08579244b44b5e36b607607ce8c9949d4f669106,QUILICURA,Renault,SYMBOL 1.6 SDN DYNAMIQUE MT NEW,Incumbent,propio,5573086.992028881,420174.71875,0.075393533126429,0,Economy,2016,7,3
2021-12-14,451f670ae857fb9cbb7107deaa3f72855800f2a38e30c1ccdbea3149252179c4,LOS ANGELES,Suzuki,VITARA II 1.6 GLX,Incumbent,ces,12365602.15774039,943865.8125,0.07632995146210299,0,Premium,2021,12,4
2015-04-23,b91e3e9bff44588770b49dfbefc97922a7a7c3a16555651ba74765288dd60f33,ANTOFAGASTA,Suzuki,GRAND VITARA 1.6 GLX SPORT,Incumbent,ces,7980695.477778547,461722.625,0.05785493586187077,0,Mid,2015,4,2
2012-10-30,8bb1df38fc5db37966027be3f3380d8db3a847a5dd3da951710dd7948b280969,LA SERENA,Suzuki,ALTO 800 GL2,Incumbent,ces,2838344.735816756,167148.203125,0.05888932412464753,0,Economy,2012,10,4
2020-08-25,154870128f157d58c455bb67b59b880ea46260d5a85c67855f1db98825afe6c6,VALPARAISO,Great Wall,M4 1.5 LE,Chinese,ces,6257491.94920337,264842.96875,0.04232414055022742,0,Mid,2020,8,3
2013-02-26,ac14288bb1bfb1a422e7e7c26c572ae8f362dae01146aed54ea15f2c82738df1,LAS CONDES,Samsung,SM3 1.6 SEDAN ENTRY 3,Incumbent,ces,4868926.587873989,249747.765625,0.051294214672900226,0,Economy,2013,2,1
2020-08-25,5125ba5bbf0ace8563c0453c253ea825aba1c69088fc5f7f3237335d06d62d79,COQUIMBO,Suzuki,BALENO 1.4 GLX,Incumbent,ces,7358979.194596573,708571.4375,0.09628664774868204,0,Mid,2020,8,3
2015-03-17,de8f8e81b5de1cf50db64c9983c6dae2d59f0dc63b71b8905b2d57f8b3544fb5,CONCEPCION,Mazda,NEW MAZDA3 SEDAN S 1.6 4AT,Incumbent,ces,10004017.605400557,559097.875,0.05588733417443981,0,Premium,2015,3,1
2016-12-29,41a19ebd50e1f468219ec4b0939c8bfa4edc7324c5a1a8de724da9fba3430d61,VALDIVIA,Suzuki,SWIFT 1.2 GLS AC,Incumbent,ces,7019415.93908084,451428.96875,0.06431147159077064,0,Mid,2016,12,4
2014-08-19,c39a2c8fce0bbfd8225d84f637d0ec7d60f4102a407f02a53c0b34b79d8ad450,LA CISTERNA,Geely,EMGRAND EC 1.8 SPORT VVT GT,Chinese,ces,4843423.461496962,372301.46875,0.07686742068077036,0,Economy,2014,8,3
2012-05-08,e4a1893ae2c79f935942e4bbc5945dd955ee5e2b3ae5100d2b9b8f2782ae6bab,RANCAGUA,Geely,LC 1.3 GX,Chinese,ces,3482828.9771275525,256470.640625,0.07363859733259799,0,Economy,2012,5,2
2018-02-13,b5ad22633036a99b56d445720a0af00ce258ad3d6b9d9a8e515e72702af8744c,LA CRUZ,Changan,CS15 COMFORT CONNECT,Chinese,propio,5874603.559441349,376421.8125,0.06407612168059154,0,Economy,2018,2,1
2013-08-31,ee5918c599a2a3dda992747819788f193ed7269e5c9b14f5587cdc4d23a1efbb,CONCEPCION,Mazda,MAZDA3 SPORT 1.6L V MT,Incumbent,ces,7934278.902447127,562019.75,0.0708343829237789,0,Mid,2013,8,3
2017-05-27,8be79609717e0a3522320386a727900cad71ffeebb4705325e5b37687ef4f1ed,VINA DEL MAR,Suzuki,SWIFT 1.2 GL AC,Incumbent,ces,5809858.624271895,273002.4375,0.04698951474644761,0,Economy,2017,5,2
2021-03-31,8d6a49974e442e9df2b75ee7303898c373f222312046822f44fbba1e5f687633,LINARES,Suzuki,JIMNY 1.5 GLX,Incumbent,ces,11992071.467020089,677199.25,0.05647058157236594,0,Premium,2021,3,1
2011-04-07,8220e85bffac38cd08a9daae7f5f41875f284cac24b51f854f269c411f6fff92,PUENTE ALTO,Suzuki,GRAND VITARA 1.6 GLX SPORT,Incumbent,propio,7299752.470175182,420191.1875,0.05756238848053927,0,Mid,2011,4,2
2016-04-30,a65186e892898dfa9f0319f9839cfa9c9e9f051499801f79f72797a0ee6ecf0e,ANTOFAGASTA,Suzuki,VITARA 1.6 GL,Incumbent,ces,8490450.698593348,485043.25,0.05712809216127471,0,Premium,2016,4,2
2014-11-19,2923ba280563715928061d94abc672607744dce545fae3e5f487612054002108,COLINA,Mazda,NEW MAZDA3 SEDAN V 2.0 6MT,Incumbent,propio,10354820.205976969,598391.375,0.057788678421919766,0,Premium,2014,11,4
2014-03-03,16d00c595afe945fc2cf8f09b379f5471975ab52b76ecd19791265fb780cc456,RANCAGUA,Geely,LC 1.3 GB HB,Chinese,ces,3175058.758408651,195209.921875,0.06148230213315479,0,Economy,2014,3,1
2019-04-14,6d19e4d30206449b3f8cacba0f61df851052d9d87ccf8bafb7b637674d84d895,CERRO NAVIA,Renault,CLIO IV 1.2 HB EXPRESSION E6 F2 MT RI,Incumbent,ces,7171467.005275775,167308.203125,0.023329704090100076,0,Mid,2019,4,2
2020-06-26,6aaf0b5f3e18d24d9bb2eeadff76a24ee15be33f05ac0a14758a6f6434fb4d56,TEMUCO,Suzuki,SPRESSO 1.0 GLX AC,Incumbent,ces,5656938.905026712,330310.625,0.05839034688999178,0,Economy,2020,6,2
2020-11-20,acc3fbcd9b9f2c8796313f6ed80a742b8b2f535f3be8e651d66a106e8633b37b,SANTIAGO,Suzuki,SPRESSO 1.0 GLX AC,Incumbent,propio,5799575.61061877,273948.4375,0.047235945505807765,0,Economy,2020,11,4
2018-08-27,c5528ace142f11d7db73aa47ded7fe8c88162723c74f28673037a80fde1540fd,PROVIDENCIA,Mazda,ALL NEW CX-5 GT 2.0L CUERO NEGRO AWD 6AT,Incumbent,propio,12861669.681384765,-982545.9375,-0.07639334253173055,1,Premium,2018,8,3
2017-01-28,7dfa2f3e310b1843cec688642332cce9bf096e4c7ce7e128c2df493393e532a7,COQUIMBO,Suzuki,ERTIGA 1.4 GLX,Incumbent,ces,7156674.046001773,418559.375,0.058485180729145686,0,Mid,2017,1,1
2019-05-30,9aa0614c1ce8b6dbdfa703101e59a61c855dc1e7b2b96e2cf882c5410926899a,LA CISTERNA,Suzuki,SWIFT 1.2 AT GLS,Incumbent,propio,6587161.02558702,407807.28125,0.06190941433888174,0,Mid,2019,5,2
2014-02-26,52ef22537a18c2466a6cfb66b5c80d58c30dff7ed9b7c7d36fdb2e19f6e536fa,CONCEPCION,Mazda,CX-5 R 2.0 2WD 6AT I-STOP,Incumbent,ces,11673398.962739026,618758.625,0.0530058663269413,0,Premium,2014,2,1
2018-10-31,691eb2f9abbe0d06916da3596bbd6abec16fd4c68deaa92fb971dc84ef6b23ad,RANCAGUA,Suzuki,BALENO 1.4 AT GLS,Incumbent,ces,6723912.210063215,668028.625,0.09935118189083547,0,Mid,2018,10,4
2009-09-16,b4e2f4d54ac5e59184bcb6f7e459d2791cddf9296b293ed739a5d6181d32e821,SANTIAGO,Mazda,MAZDA3 SEDAN 1.6L V MT,Incumbent,propio,9390014.67150416,732100.875,0.07796589255836879,0,Premium,2009,9,3
2018-12-07,bbcfbb4e0f5e0fa60076e9814e89771891f3d487f0c2e999fba905cfda285c4f,SAN JOAQUIN,Mazda,NEW MAZDA3 SDN S 1.6 5MT,Incumbent,propio,7349340.192495881,550360.9375,0.0748857615901291,0,Mid,2018,12,4
2018-04-23,9a695bbd3497f72ebc9a15024d6d6af5f00e6383974f5d2b530e03a1dd68687c,LA PINTANA,Great Wall,WINGLE 6 2.0T.D 4X2 DELUXE F2,Chinese,ces,10512532.12209198,617872.0,0.05877480257126142,0,Premium,2018,4,2
2014-10-06,333e3a4ff2e7a5c670fcfe52b1d3a2db27221135ba2890863e2149e65aed0010,VINA DEL MAR,JAC Cars,J3 TURIN 1.3 VVT BSE,Chinese,ces,3543744.691331522,257462.59375,0.07265269261066923,0,Economy,2014,10,4
2018-04-30,f34715aaaa2838523be34b01bcf7b3c535116fa0e2eb4f0b92e5a18627f851f7,LAS CONDES,Suzuki,GRAND VITARA 1.6 GLX SPORT,Incumbent,propio,7751126.680384117,319839.25,0.041263581823455624,0,Mid,2018,4,2
2015-06-26,bc7b628ecf5739f9dc5dfefa766d2c40acffbf6a2cdf341a74793c4f040ddb7c,CONCEPCION,Suzuki,CELERIO 1.0 GLX BT,Incumbent,ces,4903087.7366497535,395945.40625,0.08075429760115752,0,Economy,2015,6,2
2013-03-25,99915739c9b0ed99cd17f5556938a7a20e1d9b72c87b9a9ce65b89ae84c6b439,SANTIAGO,Mazda,MAZDA2 SPORT V 5MT AC,Incumbent,ces,5651987.077288103,382553.875,0.06768484601411268,0,Economy,2013,3,1
2021-10-05,3a776a4fc57ed74cba078703090e8d752c016d41802e1695df6186ab5d6ed40e,SANTIAGO,Suzuki,JIMNY 1.5 AT GL,Incumbent,ces,11379004.831292244,946232.5,0.08315599773697804,0,Premium,2021,10,4
2021-06-23,c57594e739624329d6d1956ca9a7cf84004802fa17136aa54ad3ce9783acb634,LAS CONDES,Mazda,NEW CX-3 R 2.0L 2WD 6MT IPM,Incumbent,propio,12877103.80885399,919639.5,0.07141664101268469,0,Premium,2021,6,2
2013-08-14,3d9fe8663cd5f188b942d1ef3292106e175b7e96b6b684b6d2669ae1e63a47ed,LAS CONDES,Mazda,CX-5 R 2.0 2WD 6AT I-STOP,Incumbent,ces,12527213.956210254,789891.625,0.06305405397889116,0,Premium,2013,8,3
2022-03-22,a6e2e1741b0cd931d2c9622883643dcf1d9272db45a2f4e1dc7297dc5f463650,COQUIMBO,Changan,M201 FURGON CARGO A/C EPS,Chinese,ces,7505576.267135393,575200.0,0.07663635402902022,0,Mid,2022,3,1
2022-01-31,aa048e392328ac4e607ab49e7d9bd89ee89834eeea093b49657613deec3f0388,SAN VICENTE,JAC Cars,X200 PICKUP SE LUXURY DC 2.0T DIESEL MT,Chinese,ces,14888257.695752991,1085855.875,0.07293371039042064,0,Premium,2022,1,1
2013-06-12,171e4b42d193efd73dfd5617c1770e2c6651b2db6b18402e5ab1f22c465a61e5,ANTOFAGASTA,Suzuki,SWIFT 1.4 AT GL AC,Incumbent,ces,6221149.412405931,283428.8125,0.045558914231315396,0,Mid,2013,6,2
2012-06-20,fbf5f50c20fb4dccd8abe942000898df6b9046f0a5788bf1f6520e623aab204e,CARTAGENA,Suzuki,GRAND NOMADE 2.4 GLX SPORT,Incumbent,ces,8652746.799648723,447602.4375,0.05172951986971021,0,Premium,2012,6,2
2019-06-28,d3644f29ed0e4cf4b54330f46deb6803817b5816fd72a15a90aa391851d0bc90,SANTIAGO,Suzuki,ALTO 800 2AB DLX AC,Incumbent,ces,3911941.562706533,194071.515625,0.049610024207705404,0,Economy,2019,6,2
2014-07-31,2e76376b9a7f75a800247e77fc0a993d3e79c8a795d72950483964d36d5451f8,VALPARAISO,Renault,FLUENCE 2.0 SDN PRIVILEGE AT F2 NEW,Incumbent,ces,8213076.963887493,695406.3125,0.084670619252403,0,Mid,2014,7,3
2018-08-15,b295fb9b0aa9f2a8b9facb36c2275773a7c1c473cbcd5df67a13cf223d212df0,RECOLETA,Renault,CLIO IV 1.2 HB EXPRESSION E6 F2 MT,Incumbent,propio,7392806.594040194,419709.46875,0.05677268347427812,0,Mid,2018,8,3
2018-12-28,d4b1db4a2edef5136ccc2b76f6380e17f10ffe77b6f35398beee9a114b68cd20,CHILLAN,Great Wall,WINGLE 5 G 2.2 4X2 DELUXE,Chinese,ces,7233660.499512256,415396.0,0.057425421061440315,0,Mid,2018,12,4
2019-12-28,d73f23527ccec12290e7b3644e871e989256e58cff2aab3b5b72d76966519ad9,PUERTO MONTT,Renault,"DUSTER LIFE 1,6L 5MT 4X2",Incumbent,ces,7119979.13291122,448067.28125,0.06293098236466237,0,Mid,2019,12,4
2013-07-31,0ea7b8850c709b684567f25ee0308af7014b6c552486dad3ce9622d1f189127d,RANCAGUA,Renault,DUSTER 1.6 EXPRESSION 4X2 MT,Incumbent,ces,6973802.636058539,537142.875,0.0770229533343351,0,Mid,2013,7,3
2021-03-30,dd33118bbd6727cd8e8321979d57d82a260fa599cf47e21cd28023fc0d52f8d6,PENALOLEN,Renault,"DUSTER II ZEN 1,6L 5MT 4X2",Incumbent,ces,10281910.720053334,654610.0,0.06366618207676913,0,Premium,2021,3,1
2017-04-29,296f2f1c69d1ca38374a97e84bec95f59021266adc63d30c8cb05bca5ce0aa8a,SAN CARLOS,Great Wall,WINGLE 6 2.0 TD 4X4 ELITE,Chinese,ces,11319820.247551708,534308.0,0.04720110287224412,0,Premium,2017,4,2
2017-08-26,7a20f938fb41586fc1f31b69f7b8a731686fe751d3fb4c610650abb44a81df3c,SAN PEDRO DE LA PAZ,Mazda,MAZDA5 V 2.0 5AT,Incumbent,ces,10185082.321806854,834876.0,0.0819704714818536,0,Premium,2017,8,3
2021-03-23,be5351eff79837661a887dddaae64837dd337bab65de9c550b317ae7f647bf86,MACHALI,Mazda,ALL NEW CX-30 V 2.0  2WD 6MT 7G,Incumbent,propio,13637446.79137668,-293949.6875,-0.021554598305444695,1,Premium,2021,3,1
2017-07-07,b9676856b79cbc0192b651eb36776ca2c1e74ac3446f79711756149417af3530,RANCAGUA,Suzuki,CIAZ SEDAN 1.4 GLX AT,Incumbent,ces,8202685.889960379,732100.875,0.08925136044719813,0,Mid,2017,7,3
2014-12-18,c05a1f84e826a286e07a4408cfd514ec01c9a00aee8a7451cb93fa10f8e16a5a,MAIPU,Suzuki,S-CROSS 1.6 4WD GLX,Incumbent,ces,9831691.63430474,764108.1875,0.07771889273193573,0,Premium,2014,12,4
2020-08-29,e2b97a38c820d1bf0b65150082f2d3eee8e8f82cf87587cb4eb7483f2d88c304,CURICO,JAC Cars,GRAND S3 SE LUXURY 1.6 MT,Chinese,ces,7384195.989115426,135040.71875,0.0182878026191416,0,Mid,2020,8,3
2019-05-31,3b13cb48b299370f0a1ac82c006d3209407d399e46185421edb1474e33d8c3fa,LAS CONDES,Haval,HAVAL H2 1.5T 4X2 ACTIVE,Chinese,propio,7177590.530955481,462683.3125,0.06446220504005368,0,Mid,2019,5,2
2013-03-21,d833cee1d3e40ea82a1fcb7d61679f1f02f55eb3499a276d18bbbd528b66658f,SAN FELIPE,JAC Cars,J2 1.0 5P CE,Chinese,ces,3341682.8853315944,222746.28125,0.06665691775474887,0,Economy,2013,3,1
2010-04-30,a5adef942142031170d19fcde2f10579c8cb75793436d91720116dbc638107cd,MAIPU,Suzuki,CELERIO 1.0 GLX,Incumbent,propio,4842199.412516609,277037.59375,0.05721317321915431,0,Economy,2010,4,2
2012-12-18,5316e7320078540e60bfbb43149edf80d1c7336f053ccd7c34a2a77de968f043,SAN JOAQUIN,Suzuki,SWIFT 1.4 AT GL AC,Incumbent,ces,7163110.907190561,357896.96875,0.04996390163256184,0,Mid,2012,12,4
2017-11-17,eaf019a8246da3a7bf59853c1e63a35155d3d9679857a6060f3c57836c938cf8,LA FLORIDA,Suzuki,CELERIO 1.0 GLX AC BT,Incumbent,propio,4646462.677301575,277112.1875,0.059639387367452695,0,Economy,2017,11,4
2021-01-26,cd12a7e18826b703fbb9b994ba279da4f4b7b52ad0d571abecbbb6f8f0e37558,PUDAHUEL,Mazda,NEW CX-5 R 2.0 2WD 6MT I-STOP,Incumbent,propio,13536090.104956793,1074958.0,0.0794142172270529,0,Premium,2021,1,1
2014-03-04,dcca5e4841ff94135b6636c148dee783907894572f527c43588df32f2593ace6,TEMUCO,Suzuki,ALTO K10 1.0 DLX,Incumbent,ces,3501719.1012369725,278319.375,0.07948078271089319,0,Economy,2014,3,1
2012-04-30,8a858b49377a8da8744c5d0d06c247e33c7acf5b8c4970c63fe40ff3a9d884ff,VALPARAISO,JAC Cars,J2 1.0 5P CE,Chinese,ces,3485905.369705465,177563.28125,0.05093749325300901,0,Economy,2012,4,2
2017-09-16,b6b973a5703669b7d11f0c60131126f5d32aefe7aaef06556c8688d248217541,LINARES,Suzuki,ERTIGA 1.4 GL,Incumbent,ces,6536492.701299424,252435.84375,0.038619463875453716,0,Mid,2017,9,3
2013-05-23,e6d98e34177bd2ffcec399f100643ea5c9bd7d2fcde61b89b289e4b25ae42c24,TALCA,Suzuki,SWIFT 1.4 GA AC,Incumbent,ces,4995664.778719846,276441.5625,0.055336291513707,0,Economy,2013,5,2
2016-10-12,233724a30bd2f2797855ccdb7e2ec85f252c37c3a63e4a46fb723241e6f2e594,CONCON,Suzuki,ALTO K10 1.0 2AB GLX,Incumbent,ces,4263579.95811163,314892.59375,0.07385638286222458,0,Economy,2016,10,4
2014-05-06,086153e25b0389f2f6cec3a11158878e5db23ebad56d4ce65bd98eea7ca05bcc,PEDRO AGUIRRE CERDA,Great Wall,WINGLE 5 2.2 4X2 SEP,Chinese,propio,5612170.304303103,272545.0,0.04856320910130391,0,Economy,2014,5,2
2021-09-30,5496cffb2b1c9c2aa363ec4b280aa9644b140bda7511746a5077334d7cdfbf21,HUALPEN,Changan,CS35 PLUS LUXURY MT,Chinese,ces,9414860.338296918,582394.0625,0.061859023030962024,0,Premium,2021,9,3
2018-11-26,c434ffe52a9084921e287a77b340c95b0dca5acbb73f8f38826c895996b0dd9b,LA FLORIDA,Mazda,MAZDA5 V 2.0 5AT,Incumbent,propio,10054583.734755678,475970.0,0.04733860819664911,0,Premium,2018,11,4
2017-05-15,b54d4ee5a436c66bf4147f4476258837eafc970aa435293802bfb8958b8d4390,PEDRO AGUIRRE CERDA,Renault,CLIO IV 0.9 HB DYNAMIQUE E6 F2 MT TURBO,Incumbent,ces,9144916.2641003,440377.25,0.04815541632991928,0,Premium,2017,5,2
2018-11-14,4298c20fd2e6297fcc5d92439074b8b1ceca0895d74bf1672c3c3ccea62170f5,RANCAGUA,Suzuki,ALTO 800 2AB GL,Incumbent,ces,2557234.249810714,301848.71875,0.11803717972741168,0,Economy,2018,11,4
2019-06-28,a9318fb97620f3f616cc96b883b4886c3e72863df518c1cfa2c1e5aad85af03f,SANTIAGO,Renault,SYMBOL INTENS,Incumbent,propio,5652654.272614268,227808.4375,0.04030114465051867,0,Economy,2019,6,2
2018-04-11,478def5f02141c64b44d37b4d1eb504b0a419c22df4acb9f448f5c8444d8579c,SANTIAGO,Suzuki,SWIFT 1.4 DIT AT SPORT,Incumbent,ces,10147196.780677576,458850.0,0.04521938520732624,0,Premium,2018,4,2
2016-09-02,380ef6740a1c68d0b98eaeab646b23130ec40584cba7a8eab6868a0197206d2a,RANCAGUA,JAC Cars,S2 1.5 4X2 SE,Chinese,ces,7039476.769750901,450850.3125,0.06404599762830865,0,Mid,2016,9,3
