fecha_transaccion,encrypt_rut,comuna,marca,detalle,brand_origin,retail,precio_de_lista_synt,margen_retail,margin_pct,loss_making,price_band,year,month,quarter
2021-05-28,3aa098da085ca36887d4f59d837605aa51e133e28cb180a1f98742f976946831,VALPARAISO,Renault,SYMBOL ZEN 2 C,Incumbent,ces,7149787.653852023,546772.6875,0.07647397572785543,0,Mid,2021,5,2
2021-01-29,c52c28b0b840eadb61335d36f51febc5e71f9dbb0fa4e279f0a928e5df5a5e88,LO BARNECHEA,Suzuki,ALTO 800 GLX AC,Incumbent,propio,5217824.413408046,449747.90625,0.08619452680207096,0,Economy,2021,1,1
2017-01-30,5ea01abc39851b4ed86d0ea89e53d5258dd97a5edd98e299f410b6dcdcfecd7f,CONCEPCION,Suzuki,ERTIGA 1.4 GLX,Incumbent,ces,7598711.5867932355,395315.375,0.05202400044858509,0,Mid,2017,1,1
2014-12-27,7f3155ef36500350483d80685fbd9d5ff429a00747bcfa875d1a93093181e172,CONCON,Mazda,NEW MAZDA3 SPORT V 2.0 6MT,Incumbent,ces,10885728.47033218,826218.5,0.07589923836992306,0,Premium,2014,12,4
2015-05-30,3934ac5dc8ab1fe9a45c087ddc42f4ec278df9fed3a49a596c45039d2b335f68,LA FLORIDA,Suzuki,JIMNY 1.3 JLX AB SPORT AC,Incumbent,propio,7165043.550964458,410637.6875,0.05731126190359662,0,Mid,2015,5,2
2016-11-17,09062ed98b8103b1af128db95acc7edac48dc7be12a0dbba122a6bcff974b17f,LAS CONDES,Suzuki,SWIFT 1.2 GLX AC,Incumbent,ces,7034110.431649958,251008.84375,0.035684518488732636,0,Mid,2016,11,4
2021-09-25,4f087444a09978807fa6751846d4038f9bd7ca490f600bdfa756d95b26be6bdc,TILTIL,Mazda,NEW CX-3 R 2.0L 2WD 6MT IPM,Incumbent,propio,13293175.856411232,886722.9375,0.0667051235218812,0,Premium,2021,9,3
2010-02-09,7ae391d2951e975b6a3f0fd912c8841079bb5223790de93c91f462e1b6123fd5,ESTACION CENTRAL,Suzuki,GRAND NOMADE 2.0 2WD GLX,Incumbent,propio,8495672.46104886,705195.875,0.08300648103292553,0,Premium,2010,2,1
2021-05-28,9aa587bac5e19bbd9dc40ae949f4c1bb2c10e920b92c9006cd2766bdfed993cd,SANTIAGO,Suzuki,SPRESSO 1.0 GLX AC,Incumbent,ces,6283341.730216454,427899.59375,0.0681006400928729,0,Mid,2021,5,2
2014-08-21,91257c137ce3c3c846d5cd7edb5df94bf4e856366b676882aa3182fd7f243859,SANTIAGO,Suzuki,CELERIO 1.0 GA,Incumbent,ces,3731737.6199569865,228319.15625,0.061183067916932406,0,Economy,2014,8,3
2013-04-23,dc1a752520cf0395c2d780e9ba337fb6baa60f3b988a767c91e7a8c1c7bac1a5,VILLA ALEMANA,Geely,LC 1.3 GB HB,Chinese,ces,2836848.984675616,179764.203125,0.06336756171938261,0,Economy,2013,4,2
2014-07-31,0757946d765c41b1c21dd1e9bc8b0e77232c62532e8b9d3c5ba7878e71180c02,PEDRO AGUIRRE CERDA,Renault,SYMBOL 1.6 SDN EXPRESSION,Incumbent,propio,4686318.897745129,331407.84375,0.07071815874704138,0,Economy,2014,7,3
2014-12-16,5c845d742243df4072e9ef650e5d29ecf56b16654758fb651c3d7761f5898fae,COQUIMBO,Mazda,CX-5 R 2.0 2WD 6AT I-STOP E5,Incumbent,ces,12534552.110675696,692042.5,0.055210788059238784,0,Premium,2014,12,4
2022-03-09,da75dfc6563fc9d523b0d341ea17351032934b371bbb4a786e671527ecabd579,SAN FERNANDO,Haval,HAVAL JOLION 1.5T AT 4X2 ELITE,Chinese,ces,13805563.684066202,1074958.0,0.07786411512053441,0,Premium,2022,3,1
2020-02-28,42810abd4c71cb3df1f99c28e25abed5187e5ba39a99805580581572e0913581,LOS ANGELES,JAC Cars,S4 CE COMFORT 1.6 MT,Chinese,ces,7933897.777334623,380840.40625,0.04800167798203502,0,Mid,2020,2,1
2013-05-06,9b0058c4940e72ffde69b27f157338b62d130ef436693991a401504fa1b24c83,PIRQUE,JAC Cars,J3 1.3 VVT SPORT BSE,Chinese,propio,3745107.867161234,247828.515625,0.06617393261167998,0,Economy,2013,5,2
2009-11-10,efc53425b7dac5972b4dc415cd5b834588da494928a6eabf64790e8de35b6d63,SANTIAGO,Mazda,CX-7 2.5L R 2WD AT,Incumbent,propio,13189386.4030607,1074958.0,0.08150174444434713,0,Premium,2009,11,4
2019-12-30,8aaa5ffa286ab6286c7ef4e845d34aaa1cc159a639ed68f98d602fb158ba41c4,RENCA,Mazda,NEW MAZDA3 SP 2.0L 6MT VOLANTE CUERO,Incumbent,ces,9910397.407528538,653929.375,0.06598417279444674,0,Premium,2019,12,4
2013-05-24,4ca5fd9a6a82e1091ff4f15ec75b4d9329e030cefa2f10ae97cfc9d8346cdc17,LO PRADO,JAC Cars,J2 1.0 5P AE,Chinese,ces,2180348.2837808165,149159.5625,0.06841088811799874,0,Economy,2013,5,2
2014-01-10,104abc912229b5fee5eb9bd6e6be881a07b36f2b7a98213ef279cbbb59de3c79,SANTIAGO,Mazda,NEW MAZDA6 2.0 6MT,Incumbent,propio,10045151.41609826,401092.875,0.039929002399825705,0,Premium,2014,1,1
2018-12-20,a592929c213723a90a60d656d13e21bfb3b97faaf20f635c7dd7e781759516f6,PUREN,Mazda,ALL NEW MAZDA6 SDN V 2.0L 6MT,Incumbent,ces,11033481.096413292,616216.0625,0.055849650451688944,0,Premium,2018,12,4
2013-06-17,2d20a6a86378d30e42970d06a0ed6a5a1f093e1a7b8facf96d064b128e11c49a,RECOLETA,Suzuki,GRAND VITARA 1.6 GLX SPORT,Incumbent,ces,7984590.980038955,483348.46875,0.0605351570241162,0,Mid,2013,6,2
2021-12-02,1cf48f0ea0b4bc9117ec4ebd7af000e5f5b30330bcca40cff8a9ff8eb3bfcc9b,COLBUN,JAC Cars,JS2 COMFORT SMART,Chinese,ces,6726226.263168572,160093.921875,0.023801447589065102,0,Mid,2021,12,4
2016-08-12,b981ed05b6e9a2c73a8068452fa329ee5fde418720a0a10f7dea58894029577f,COQUIMBO,Mazda,NEW MAZDA2 SDN V 1.5L 6MT,Incumbent,ces,9131356.840271523,415014.71875,0.04544940319489907,0,Premium,2016,8,3
2013-08-09,3780749855ad941591ff6f7b05ae9f50cd6a78a0e11d262f7d67df995351b39f,SANTIAGO,Suzuki,SWIFT 1.4 GL AC SE,Incumbent,ces,5986846.60324877,342764.625,0.0572529492928712,0,Economy,2013,8,3
2018-07-31,2de492b188ca4260757870f80ab40338637dc446744d4ceb501bf53802022087,LOS ANGELES,Changan,MD201 CARGO BOX E5 EPS,Chinese,ces,4677317.299451148,347962.0,0.07439349903433556,0,Economy,2018,7,3
2021-12-21,7862953c0662674197427d5d5f3d11ad12f3fbe0bf68eb423c93ea19c67d756c,VALLENAR,JAC Cars,JS8 LUXURY SE DCT,Chinese,ces,14418848.038199345,835091.8125,0.057916680326168965,0,Premium,2021,12,4
2020-04-03,676084caeda057650df6eb5dc200267b9a30288e2cd07a34e0b96283a11f6a94,LA SERENA,Suzuki,BALENO 1.4 GLX,Incumbent,ces,8162430.239647451,540504.4375,0.06621856746469974,0,Mid,2020,4,2
2018-02-07,379afa21df3f8d7c8f1347118c22b29b18d03f9a8a08c8ed3b7ee31287d674d1,VITACURA,Mazda,NEW CX-9 GT AWD 2.5L TURBO 6AT,Incumbent,ces,22238010.80964836,909996.1875,0.04092075479634095,0,Premium,2018,2,1
2019-01-17,fb409e3c1f75fb93fcc1bc79194e81dc8097f20dfe6280ce2ff310d310472b0c,LAS CONDES,Mazda,ALL NEW MAZDA6 SDN V 2.0L 6AT (C.N),Incumbent,ces,12490629.27318638,468235.53125,0.037486944893573994,0,Premium,2019,1,1
2012-12-22,e2ad900848d0bfb60aa123306aa6cc9fc3bdea859d6103e7154eb95d5350657d,LAS CONDES,JAC Cars,SUNRAY 2.8 MB 17P LE DIESEL,Chinese,propio,16160570.309507392,671932.625,0.04157852180530391,0,Premium,2012,12,4
2017-07-13,512a94aeb30d2f834b6c143726a3e0c56dd809a94ccfd4bed06a5a824a4312ff,SAN FERNANDO,Mazda,NEW MAZDA3 SDN S 1.6 5MT,Incumbent,ces,8369317.896462412,532289.625,0.0636001202947484,0,Mid,2017,7,3
2018-04-28,5ff06ac0afc13523e5af9e5034f128b212ba1b2ec4d08a0e338b61959d139aed,BUIN,Changan,CX70 LUXURY MT,Chinese,ces,7689712.08697656,376471.0,0.04895774974951251,0,Mid,2018,4,2
2020-12-31,861ca997ccb04ac0a8b18738d8f02d745aa420a7c083f8a982b8e730d3c56bf9,SANTIAGO,Suzuki,SPRESSO 1.0 GLX AC,Incumbent,propio,5193355.811885504,414748.53125,0.07986137408509683,0,Economy,2020,12,4
2015-01-31,6dddd7b3ac704b7f2ffbf55bf2844a38093259286886eee8cad00d682d28f177,BULNES,Changan,CV1 LUXURY,Chinese,ces,3942766.5693491744,221176.078125,0.05609667076017365,0,Economy,2015,1,1
2014-11-29,eb8c0c7f2af3eaa95f37272b364f6598659dacad96903e5994c75adad69dc5d8,SANTIAGO,Suzuki,CELERIO 1.0 GLX SPORT AC,Incumbent,ces,4339104.069187042,310419.75,0.07154005643800082,0,Economy,2014,11,4
2011-10-28,4bec0a0842443156a9f3151fe6faeadd538900b60ff5739c501ce91616fb4e95,MELIPILLA,Suzuki,ALTO K10 1.0 DLX,Incumbent,propio,3095160.1488080826,240485.0,0.07769711046861615,0,Economy,2011,10,4
2021-11-26,9baff069324969a750d42ce5b9ad184a081a0fe3a2caa41298173655694cb7d0,LA PINTANA,Suzuki,SWIFT 1.2 SMART HYBRID,Incumbent,ces,11435357.544717964,812773.3125,0.07107546128939564,0,Premium,2021,11,4
2021-10-08,6d1f514971dfc08e9a7d9274df10caca681c757a0395023349fab43831f0a07d,PENAFLOR,Suzuki,DZIRE SEDAN 1.2 GL,Incumbent,propio,7488734.65804824,645514.625,0.08619809012811759,0,Mid,2021,10,4
2013-11-07,d9fef5884ac3eaa3caa1c50ee45eb933b525c247dbc281f88e48e61c7ba567eb,PROVIDENCIA,Mazda,CX-9 GTX AWD AT,Incumbent,ces,19013953.87143005,430251.5625,0.02262820060516117,0,Premium,2013,11,4
2022-03-05,e13e8649299a193281ce3a108d61d91f9311bb600915bf1e64d13ad28f8894b4,SAN MIGUEL,Changan,CX70 ELITE PLUS TURBO AT,Chinese,propio,11136748.399242878,1001008.375,0.08988336084418075,0,Premium,2022,3,1
2021-11-10,0dc9430f3be4b8f101164fd88aed9320ca8530cd39ab99586d00111f938b2c15,VALDIVIA,Suzuki,VITARA II 1.6 4WD GLX,Incumbent,ces,13917563.227092888,1024538.0625,0.07361475897631013,0,Premium,2021,11,4
2019-08-30,eaaa52fa43b3a50fdabb8b8f858bcc8ea30c075f055f41a96c29c3d8590b50bc,HUECHURABA,Suzuki,BALENO 1.4 GLS,Incumbent,propio,5742709.417091707,324198.125,0.05645386201069257,0,Economy,2019,8,3
2021-12-15,e68041b476d363a41ebd2779dc68babd028a6b9c7daac03f6b2f9bc77dc1bb35,SANTIAGO,Suzuki,SPRESSO 1.0 GLX AC,Incumbent,ces,6055230.984842922,553949.625,0.09148282309735373,0,Economy,2021,12,4
2015-07-23,120b0b58c1af78d8556e0c4ae1045e284cf1406bd544ea88d109fc8d1000fa35,CHILLAN,Mazda,NEW MAZDA6 SEDAN V 2.0 6AT (CUERO NEGRO),Incumbent,ces,13320731.200389802,702202.5,0.052715011618840533,0,Premium,2015,7,3
2019-04-30,4e94dcb49a44f7cc7cdc32cb1204b2711308b107b18490bcbe446d7f13d816cb,VILLA ALEMANA,Suzuki,DZIRE SEDAN 1.2 AT GL SPORT,Incumbent,ces,6391580.878146886,441807.03125,0.06912327946291956,0,Mid,2019,4,2
2021-03-23,efe8d106fc46e9ecdc7c214863c3b32b4f5c624d2d9a5a175eb54798cc29ddda,COLINA,Suzuki,SWIFT 1.2 AMT GLX,Incumbent,ces,9348921.681573834,678319.5625,0.0725559145325741,0,Premium,2021,3,1
2017-11-22,cc49297413691d439087f6fe1df06846dcfc82c0baf7a9ba185e573ee50d81fe,PUENTE ALTO,Suzuki,ERTIGA 1.4 GLX,Incumbent,propio,7574330.405466695,508363.625,0.06711664236789747,0,Mid,2017,11,4
2013-04-05,ce6b209758639747d5b7f3614d7dec930c403950df5a7a148189ae26e144ea62,LA SERENA,Suzuki,GRAND NOMADE 2.4 2WD GLX SPORT,Incumbent,propio,7929843.33199428,631260.5,0.07960567107966356,0,Mid,2013,4,2
2009-05-17,8cbaae351253f3db5635eb397b3f7258ac945be44f58e1cf01ecd79d95d12681,LA GRANJA,Changan,CARGO VAN S300 1.0,Chinese,propio,4102090.7432370153,327200.0,0.07976420330033998,0,Economy,2009,5,2
2010-12-09,8a5c375da432ab18786196e342c6769324e9cb001e6f0c30488aeb620565a29f,SAN MIGUEL,Suzuki,ALTO K10 1.0 GL AC,Incumbent,propio,3347069.0584239573,189642.640625,0.056659315154464575,0,Economy,2010,12,4
2019-08-27,4a84fcb12cc38d09c9cbf41b55cf361167f75650de5d7d2f9bd55042bb3bdf4a,QUINTA NORMAL,Suzuki,GRAND NOMADE 2.4 2WD GLX NAV,Incumbent,propio,8273848.578153185,334884.3125,0.04047503520722516,0,Mid,2019,8,3
2018-10-20,53d49d6f87952081d84bfd1fe8e6a213edf2ac38e71a19d93584c2800cbefec0,SANTIAGO,Mazda,NEW MAZDA2 SEDAN 1.5L V 6AT,Incumbent,propio,7883379.753347802,525876.4375,0.06670697771177118,0,Mid,2018,10,4
2011-04-25,19fc13f0c1ee7941a17d3056134f1e248aecb38df0674d571235cab45b7e3d3a,CERRO NAVIA,Great Wall,FLORID CROSS 1.5 HATCHBACK,Chinese,propio,4649699.368291148,239571.3125,0.05152404349704161,0,Economy,2011,4,2
2018-10-31,f49f2d60b185c142c84a84b0d1ca7efdc10ced59e3eab3c8a2b386a2add638ab,SAN RAMON,Suzuki,CELERIO 1.0 GLX AC BT,Incumbent,ces,5266186.2458950095,300352.1875,0.05703409896186722,0,Economy,2018,10,4
2011-07-28,f719d3d30d038d9476f36f38f76f1d4b261de4d3c303c86ed48b36e9e6a07356,LA SERENA,Suzuki,SX4 SEDAN 1.6 GLX,Incumbent,propio,5444474.749889462,264856.0,0.04864674962545786,0,Economy,2011,7,3
2018-08-16,06c2af1890d6008e7cbb31431be7e6e02e6efd56a01893f5c2458bb2e10a466d,COPIAPO,Renault,CLIO IV 1.2 HB EXPRESSION E6 F2 MT,Incumbent,ces,6333437.853191463,631260.5,0.09967106564121467,0,Mid,2018,8,3
2015-04-11,4b34ed8197e046c5423d703a68bcaf8121e3baa052fdc8e140370da9a6d8a488,LA PINTANA,Mazda,NEW CX-5 R 2.0 AWD 6MT I-STOP,Incumbent,ces,12213132.418002935,801972.625,0.06566477767962633,0,Premium,2015,4,2
2018-01-31,98cff2b88dc0ec5deb419c572a3272e88d0d5eb74ab76559a032a0444f1e5812,CONCEPCION,Suzuki,SWIFT 1.2 GA AC,Incumbent,ces,5573057.403063207,345846.28125,0.062056830970358766,0,Economy,2018,1,1
2018-08-23,54be2ca75f5124cc8455c87814eca44361c33c91fd32fe80cedf63360bd75d74,MACUL,Mazda,NEW MAZDA3 SDN S 1.6 5MT,Incumbent,ces,7794594.924464166,419974.59375,0.05388023339504982,0,Mid,2018,8,3
2018-08-22,0c43e359300c9fe19b04514637dd32a136ca326e9830f1293b817400576b0ca7,SAN MIGUEL,Mazda,NEW MAZDA3 SP 2.0L 6MT VOLANTE CUERO,Incumbent,propio,9870279.595866622,647179.75,0.06556853265544975,0,Premium,2018,8,3
2018-10-29,325b4078627f88402329fd3115ce6212e5bef65c583c599f50faf007951c930e,YERBAS BUENAS,Suzuki,VITARA 1.4DIT 4WD GLX,Incumbent,ces,10874467.860173354,532832.0625,0.048998449335754986,0,Premium,2018,10,4
2018-08-13,7d9e8678424aee5948d8314a0fc85494df67f7b92f938d5cc9b5442248a82887,SANTIAGO,Suzuki,GRAND NOMADE 2.4 2WD GLX NAV,Incumbent,propio,8206167.915872515,604834.3125,0.07370484234548975,0,Mid,2018,8,3
2019-05-31,c4b1a251f2d1bc1503bb3aacb5b49d510fa1659d0572f88e89cf978445b0dcbb,CALAMA,Great Wall,M4 1.5 LE,Chinese,ces,5518393.2753880685,381665.3125,0.06916239808464181,0,Economy,2019,5,2
2014-05-27,9832cc6cc4e965f8838f1a5d23963d9144bedf1c9e001a18b17c326da955f415,COPIAPO,Suzuki,GRAND NOMADE 2.4 GLX NAV,Incumbent,ces,9127352.104600923,714503.875,0.07828161626851585,0,Premium,2014,5,2
2013-03-21,96ee6f4e7f8c290f0086e5bc6df8b77655add86753d71029e2255a0858055aa6,SAN BERNARDO,Samsung,SM3 1.6 SEDAN ENTRY 3,Incumbent,ces,4841503.804312481,143772.125,0.029695757932057726,0,Economy,2013,3,1
2020-02-12,3dd104068f836f0892705fa6ab636d3fab986409eb036a5855077f047f64039e,QUILICURA,Great Wall,M4 1.5 LE,Chinese,propio,6063516.680293654,344610.96875,0.056833515420181974,0,Economy,2020,2,1
2013-12-08,86eba2eb43db1abab3a783d5c4d7470cf7b72d6705b8b3ed4b4363c197a8befb,TEMUCO,Suzuki,CELERIO 1.0 GLX AC,Incumbent,propio,4203567.138949507,301585.875,0.07174522614508969,0,Economy,2013,12,4
2017-12-29,274afce3e2bdf10450772db2646551f9f5435abe2f1977fd78cd76752f10baac,TEMUCO,Suzuki,ALTO K10 1.0 2AB GLX AC,Incumbent,ces,4240432.947760895,281680.3125,0.06642725305885042,0,Economy,2017,12,4
2019-05-14,f239260d3ff225791fb433c38efe666d5c4ef8b1112f1bf6c88e170fbc61616d,UNKNOWN,JAC Cars,S2 CE COMFORT 1.5 MT,Chinese,ces,5507550.001199022,313615.5625,0.05694284435578874,0,Economy,2019,5,2
2012-08-28,b68bef7b42aa770491655cf6d23afca9fa447b2cd023c1928ae59face69b95b7,VALPARAISO,Great Wall,HAVAL H5 2.4 4X2 LX,Chinese,ces,7003194.653533312,471476.03125,0.06732299394421758,0,Mid,2012,8,3
2013-06-28,d31be7946960726b01137549bb2852e7c9323589dae0f5155b9a69f1068dbcae,SANTIAGO,Renault,SANDERO 1.6 HB EXPRESSION FASE 2,Incumbent,propio,3673965.634280484,72515.9609375,0.019737789668166465,0,Economy,2013,6,2
2019-04-09,26966b09ac66fd38a2e358100c4e02f7f59c56a01347f4b4a5fdc8780528d112,LO BARNECHEA,Renault,SYMBOL ZEN,Incumbent,ces,5420288.574092978,383834.71875,0.07081444345686526,0,Economy,2019,4,2
2020-08-31,e5d0a0ed8a0ad9abf01518580cc9b999ef88eb1f85ff725da01dec15afc464e3,PUERTO MONTT,Renault,CLIO IV 1.2 HB AUTHENTIQUE E6 F2 MT,Incumbent,ces,5788133.60234316,530420.1875,0.0916392440017754,0,Economy,2020,8,3
2021-11-08,3c14b18b8120ed8db45398af2e64be6fa7036c8d4824774628d1dfecd83b900d,HIJUELAS,Great Wall,WINGLE 5 G 2.2 4X2 ELITE,Chinese,ces,8986478.001122473,566118.0,0.06299664895738775,0,Premium,2021,11,4
2021-11-24,c668bef3b488fa9d3062efe8f5312055932c45cdf1b29b6df64fc323ef7a01c5,SANTIAGO,JAC Cars,JS2 COMFORT SMART,Chinese,propio,7304342.49847743,584266.0625,0.0799888645174824,0,Mid,2021,11,4
2021-02-26,24cab1a52f33ac01df66e60d0ace48bd39f6206bff4c06f7f4d363e8ac255fc3,VALPARAISO,Changan,M201 FURGON CARGO A/C EPS,Chinese,ces,5462852.675154529,405131.0,0.07416107006556606,0,Economy,2021,2,1
2020-11-26,8e4b7671b8b60dd17bac3560cb577187388487e4c521e92cd79bd7d97efb9a3c,TEMUCO,Suzuki,JIMNY 1.5 AT GLX,Incumbent,ces,13074671.971055506,864957.8125,0.06615522090457256,0,Premium,2020,11,4
2018-05-28,da804232d61ef1495e86b0ca60218adce2e2657f4719d9da0309e1c50fb9fb8a,HUECHURABA,Great Wall,HAVAL NEW H3 2.0 4X2 LE,Chinese,propio,6891577.108307904,551134.375,0.07997216984419994,0,Mid,2018,5,2
2013-01-29,1751665427a978ecd5df3c61c15c183739e704289e8cfc9de3209dc121bba8af,CALAMA,Great Wall,HAVAL H5 2.4 4X2 LX,Chinese,ces,7432209.332063443,597647.0625,0.08041310945342711,0,Mid,2013,1,1
2015-10-30,33752e420136d9c4387ebd998b7621b8215b192f345837af2c1d92ea9edb5e66,PUNTA ARENAS,Suzuki,S-CROSS 1.6 4WD GLX,Incumbent,ces,10352785.29872368,548773.25,0.05300730520004643,0,Premium,2015,10,4
2019-04-18,a816eb78e435725467212f606811e5ecf6ab473f5f48a645097ed33008791417,LAS CONDES,Suzuki,JIMNY 1.5 GLX,Incumbent,propio,9056314.710906092,806050.375,0.08900423635116297,0,Premium,2019,4,2
2013-08-31,547788578183fd16beeee047490107155e1859ce89e4b5ae400f4519d34c151e,LA REINA,Suzuki,CELERIO 1.0 GA,Incumbent,ces,3740585.357680181,197283.4375,0.05274132752910906,0,Economy,2013,8,3
2015-05-07,1fc5536c36cc3d1a5487d7ce2536e191d1b450cbe3c5277216dbcb77ca71284f,LOS ANDES,Renault,FLUENCE 1.6 SDN EXPRESSION MT E5 F3,Incumbent,ces,7626545.41175432,419365.5625,0.0549876175723884,0,Mid,2015,5,2
2016-08-29,00309697e27ffc0ee7c4cdcdeefb6691b53235c876a6a61cdd81ad17e1a6eb1e,PENALOLEN,Mazda,MAZDA3 SEDAN V 2.0L 6AT,Incumbent,propio,11588623.543380208,536441.1875,0.0462903282250835,0,Premium,2016,8,3
2020-12-29,5bffda1ba7e0cfbdfed3cf5ba453b49ea573c00cb3782c78f868f70722e526c6,TEMUCO,Great Wall,WINGLE 7 2.0T.D 4X4 ELITE,Chinese,ces,12823367.260231491,789200.0,0.06154389747905833,0,Premium,2020,12,4
2021-11-09,201725238a91b4eec5755ec6ef3260db756e0aea102af69d89ff31f439c2e81c,PUENTE ALTO,Great Wall,POER PLUS AT 2.0 TD 4X4 DELUXE,Chinese,propio,19193927.24456286,1695200.0,0.08831960121554623,0,Premium,2021,11,4
2017-11-28,b953e1a6a8f5536f5f1d3fda4b3b44a3a9131ee48a961d1ff55c33a7b8d44003,QUILPUE,Renault,"DUSTER LIFE 1,6L 5MT 4X2",Incumbent,ces,7040867.529846655,233041.28125,0.03309837605410472,0,Mid,2017,11,4
2012-11-29,5b0ab08dbddd021ed0d7262e43be0237939dc5985dd268ff685ec7e55408f675,TALCAHUANO,Suzuki,CELERIO 1.0 GLX SPORT AC,Incumbent,ces,5310914.086584359,297655.6875,0.05604603701872969,0,Economy,2012,11,4
2020-10-30,6f323c8c73f27734d1cde75d1226cbaa412e0f926feb2ace235702431599974f,MAIPU,JAC Cars,T8 XE ADVANCE 2.0T DIESEL MT 4X2,Chinese,ces,12116346.62362556,797959.5,0.06585809442295631,0,Premium,2020,10,4
2020-09-11,a011387ed109a1cec25d75c65e64333b1c64073060e8bc7390373f6afa1ca005,SAN CARLOS,Suzuki,CIAZ SEDAN 1.4 GL BT,Incumbent,ces,6478625.980433348,248352.359375,0.03833410975183167,0,Mid,2020,9,3
2019-04-10,2bf56409af7abe2d032a0a7ff7430007ff0c511b3a8ab9b272a4ff29740da66c,PADRE HURTADO,Suzuki,DZIRE SEDAN 1.2 GL,Incumbent,ces,5588461.955234281,196141.15625,0.0350975201801794,0,Economy,2019,4,2
2013-10-30,9f8376afd46e2ae8bd27632bac129fe0747b51f64b938f737743bb9b2e6cce5c,MACUL,Suzuki,GRAND VITARA 1.6 GLX SPORT,Incumbent,propio,7662691.201425444,494870.125,0.06458176533434393,0,Mid,2013,10,4
2020-11-09,ff82fa8dde27926bd5f195bbfd34250ae2b87c2a0ccb5dec89cbc489e702fa53,PUENTE ALTO,Mazda,NEW CX-5 R 2.0L 2WD CA 6AT IPM,Incumbent,propio,15869453.980655974,889933.75,0.056078410201433664,0,Premium,2020,11,4
2021-07-29,8bdc636ff9441ea7a338b9c007f6758e46301e6daa07aff3bacaf6505b19ddfe,ROMERAL,Suzuki,DZIRE SEDAN 1.2 AMT GL SPORT,Incumbent,ces,8036274.706691743,464858.15625,0.05784498081715851,0,Mid,2021,7,3
2019-11-29,033f553d0deb7fd15c1baae18d456c04dab5d09967623d9f1d9a5801c5e3cba4,RANCAGUA,Changan,CX70 LUXURY MT,Chinese,ces,7665505.261426407,516286.09375,0.06735186737761482,0,Mid,2019,11,4
2014-06-05,d7fcbd14fdb7ef2242142784dcaf581a1b430f8c2b0bbcd02ae76583d5805aa1,RANCAGUA,Mazda,NEW MAZDA6 2.0 6AT,Incumbent,propio,12161863.554906612,874434.25,0.07189969251441043,0,Premium,2014,6,2
2017-10-19,e19dda9aa1cd6304f0a3558db17c3c504889457c68e369d577d657fda9013f1d,VALPARAISO,Mazda,NEW MAZDA3 SDN 2.0 6AT,Incumbent,ces,10140756.0165151,707902.8125,0.06980769592988126,0,Premium,2017,10,4
2020-11-20,9ee25d6dceedc7701ef4bec7b68d68722e8fa4731954dcbad1d2158d477f0157,VINA DEL MAR,Renault,CLIO IV 0.9 HB EXPRESSION E6 F2 MT,Incumbent,ces,8418430.379172731,630419.875,0.07488567899304176,0,Mid,2020,11,4
2017-02-10,c4a61facd7dd2a360536046b6f00c11830307c44ab624e2446163531727c645f,VINA DEL MAR,Suzuki,BALENO 1.4 GLX,Incumbent,ces,7833900.968618562,439663.71875,0.0561232163275011,0,Mid,2017,2,1
2017-08-28,ce730cfba4f0dd765581bc89f7ac722d9490940989f0244d3ae22490bf3d6290,CONCON,Mazda,NEW CX-5 R 2.0 AWD 6AT I-STOP,Incumbent,ces,13999419.831417978,788822.625,0.05634680826056072,0,Premium,2017,8,3
2016-03-15,2c41c100a0d007bddc9d8d33fb4f991b3d15e91b0d85f9ef059d4b992bea2f8a,MACHALI,Suzuki,ERTIGA 1.4 GLX,Incumbent,ces,7420738.859071302,497173.625,0.06699786024571423,0,Mid,2016,3,1
2019-07-23,47918b21461c01ee5bffad9b8de58dc9c57069ebdbc2e38b3621eb85aa556f7d,PAINE,Renault,"CAPTUR ZEN 1,5 F2 DIESEL MT.",Incumbent,propio,9725453.566519724,571008.4375,0.05871278224654942,0,Premium,2019,7,3
2013-11-30,e8f218f23a0c28db7739fe6b73866b5290ba2d73ecf457f5473fab642d4fa583,TALAGANTE,Mazda,MAZDA3 SEDAN 1.6L V MT,Incumbent,propio,8746575.437698057,609894.25,0.06972949062684965,0,Premium,2013,11,4
2021-07-29,2174c5006a2cbd945c28f719fd8cf702f24396d1b18e10fd88f8807ba36cb41a,PUENTE ALTO,JAC Cars,JS3 1.6 COMFORT,Chinese,ces,8092080.954797111,691764.75,0.0854866324081831,0,Mid,2021,7,3
2015-06-12,4cf9e0e71e276bfccef2468b928a041ee9c8f14a74fef584100709f19e419c8a,PUERTO MONTT,Great Wall,C30 1.5 SR,Chinese,ces,5694905.206065576,377479.4375,0.06628370865558063,0,Economy,2015,6,2
2021-12-28,a0f1fd9f00e5dd68eb294fd2e076d60db64c080685f8c69a8771ae5f12764d0f,LA FLORIDA,Great Wall,POER 2.0 TD 4X2 ELITE,Chinese,propio,14173896.798764843,1143200.0,0.08065530716292657,0,Premium,2021,12,4
2015-05-27,c55abd1ec47c4bb3214c9bdec7d4700735d0e30cfebbcf2fc90d33b696df0671,RANCAGUA,Mazda,NEW CX-5 R 2.0 2WD 6AT I-STOP,Incumbent,ces,12460547.30357916,1034621.8125,0.08303181130758325,0,Premium,2015,5,2
